wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L93347	L93347-842F9AAB-C95A-4EAE-973C-5F671E4079DE	lemma/104908	L274924
L93349	L93349-13103BC2-BF06-42B3-8DA5-7E15055D272C	lemma/104909	L1052741
L93350	L93350-249240D1-23BA-4DB7-8560-4D80C63658EC	lemma/104912	L274928
L93353	L93353-27CF2694-837B-452D-9F0D-A5B5043D5553	lemma/104785	L274934
L93354	L93354-38698E31-9279-40F2-AE82-A796D2BFF7FF	lemma/104921	L274935
L93355	L93355-D18DB870-8611-432F-B0AF-0A810D624734	lemma/104942	L274941
L93359	L93359-9B901FC9-9870-4BFF-BF97-029B0E2E9E27	lemma/105036	L274949
L93360	L93360-0182D401-B2EF-4E83-885B-B07B4072D222	lemma/104947	L274952
L93361	L93361-4D91CA1F-3638-4245-851F-BFBE354CBEB6	lemma/104948	L274953
L93362	L93362-36931B5B-EA11-4AD1-8179-AC742EAC3E53	lemma/104949	L274954
L93363	L93363-B07D7AB1-9467-4FEA-999A-87F578A71BA7	lemma/104950	L1052769
L93364	L93364-FFBE7037-02A9-4D30-B8FF-B941F1E9A551	lemma/104953	L1052772
L93365	L93365-3AA94B9B-5495-4A3B-B642-55DD2B943775	lemma/104956	L274957
L93366	L93366-E8A5E88C-E069-472F-921D-26EEBDDB4B3B	lemma/104961	L1052778
L93367	L93367-5FCB1710-43E3-4C11-A20B-B02AF48E0ABD	lemma/104966	L274965
L93369	L93369-6B94C50D-D29C-4CCE-8665-36DC4CEB1447	lemma/104970	L274967
L93370	L93370-075D70D1-6FDF-43DF-B2F2-35275502F44F	lemma/104974	L1052788
L93371	L93371-B4DA156F-B8A8-4E82-8B91-DBCABF4F6445	lemma/105029	L274968
L93372	L93372-E056DD3A-5179-48EB-8095-E5C385C925B3	lemma/104976	L274969
L93373	L93373-E4D013FD-36D2-462A-BA2A-009DD5B06187	lemma/104979	L30639
L93374	L93374-C0A86679-50C0-4032-ADDE-EF78C5A851AF	lemma/104980	L274971
L93376	L93376-EEEA7422-8D4C-445D-99E8-F7D0A6C33DD4	lemma/104986	L274976
L93377	L93377-71DD9F30-4A5A-4B37-9FFE-17D075632837	lemma/104990	L274978
L93379	L93379-A4317AF7-815A-4C81-B3F3-92791E18191C	lemma/104994	L274983
L93381	L93381-6615DE92-AF82-40C2-A4A4-F64747AF1BE9	lemma/105003	L274991
L93382	L93382-06D8BCF1-0234-4405-ADFC-083DC29CF93D	lemma/105005	L274992
L93384	L93384-24393299-265B-46E9-B260-02D58E839390	lemma/105041	L274997
L93385	L93385-E6E7199B-8D0A-4506-89CF-A8DAAE105381	lemma/105044	L40985
L93387	L93387-F7EBAED3-5FAC-4A8B-AA0F-5239DE053D9F	lemma/105046	L1052831
L93389	L93389-B645D9C4-CA18-42C2-84BE-95E2CBF6F222	lemma/105049	L275003
L93390	L93390-716DF91D-ABBB-4ACD-BA41-1DEE841EB700	lemma/105051	L275004
L93391	L93391-03B89C24-85D0-4FA5-ADAB-33CF94EFF117	lemma/105055	L275005
L93392	L93392-083E555B-7156-4A4E-A682-123E1757AAE2	lemma/105096	L275010
L93394	L93394-A979C269-5EA5-48E5-96BC-0F9C9F41566D	lemma/105966	L275015
L93396	L93396-045CDA8C-A591-40F3-A007-4E440DC7E7C8	lemma/105069	L275022
L93397	L93397-D531F711-A6DA-48DB-A4FE-71562FFB2F1E	lemma/105087	L275025
L93399	L93399-E332BA03-B9B3-43E8-962C-164B47C6FEA9	lemma/105089	L275029
L93400	L93400-B15D48D1-118F-4FA1-9959-2397F7131297	lemma/105072	L1052844
L93401	L93401-C2B9C6EB-8237-4087-AB36-C236E8546E85	lemma/105092	L275030
L93403	L93403-A7284337-9984-4A37-896A-169CE5BA8F46	lemma/105095	L1052859
L93404	L93404-E8C99D29-3C67-4058-B9BF-B1A2E69DF12A	lemma/105091	L1052858
L93405	L93405-0B40BFF9-4D40-4364-B98E-21271B2BB271	lemma/105099	L275033
L93407	L93407-2C537C2C-66DC-42AC-AF2B-A49F100A8687	lemma/105116	L275040
L93408	L93408-8CB1EC27-952A-4E53-9FFB-90E10FC83A7C	lemma/105105	L275035
L93409	L93409-2D796FC4-3728-49F8-BF77-DC787085CB87	lemma/105115	L275039
L93410	L93410-60AB7653-EDFB-47BF-9334-44787704266D	lemma/105123	L275043
L93412	L93412-57045FE4-7689-4EA6-A756-5F933EE2C34B	lemma/105136	L275048
L93413	L93413-4D285868-3999-430C-8D58-B358620CA352	lemma/105152	L275051
L93414	L93414-93E48855-1077-47C0-800B-FB28173E687E	lemma/105157	L275054
L93416	L93416-A917AC2B-2464-48C7-AB2E-E91754EE13FD	lemma/105172	L1052903
L93419	L93419-0CC9F3CD-E092-4CA0-AA39-8BB858C61BDC	lemma/105184	L275080
L93420	L93420-23D1702E-4476-4D2B-B744-21FDF83FDAD1	lemma/105187	L275081
L93423	L93423-88867D55-26F1-4F86-8537-E8A4620C21EE	lemma/105960	L275087
L93425	L93425-D34E5639-EDA9-411E-95B6-BA3196D4FB58	lemma/105191	L275090
L93428	L93428-74D1C008-DBB9-4773-811F-37E0883995FA	lemma/105202	L275097
L93429	L93429-5F5B51E3-21A6-4E40-AF7E-3C3D5CE55D21	lemma/105206	L275100
L93430	L93430-B61FA248-4FC0-408F-93D4-87DD6058FEA7	lemma/105963	L275102
L93432	L93432-0CDF4D46-0688-4F42-BE18-D5B25683FBAF	lemma/105207	L275105
L93433	L93433-F4299A37-53CE-4EE2-97D2-2DFD610D346A	lemma/105207	L275105
L93435	L93435-98D0A120-5BE6-4A13-A5BC-F943DBDAF031	lemma/105221	L275107
L93437	L93437-4D94B9E5-D820-46FB-BA98-09AFED1560D2	lemma/105219	L275118
L93438	L93438-71911100-6949-4C47-83C0-0D5A0FE269FB	lemma/105222	L275119
L93439	L93439-86331AA8-0452-4830-9C5C-E1E657CED49C	lemma/105220	L275120
L93440	L93440-467FE085-B584-4D3D-AAF6-2FB8EC33AAD7	lemma/105223	L1052932
L93441	L93441-ED344796-27B5-4E07-AB2D-32AC48EE90CE	lemma/105225	L275121
L93442	L93442-7E207833-8236-43D5-BBE0-9A1FBCFC3B6F	lemma/105234	L275132
L93443	L93443-8903749C-AC0B-4521-B0EB-52380A0243BF	lemma/105238	L1052943
L93444	L93444-0E5C6C4B-9C52-4AC7-AC21-DD9A662A4E81	lemma/105239	L275134
L93446	L93446-2BFF304D-8067-47D2-958D-45FACB682791	lemma/105257	L1052961
L93447	L93447-BAEC3BF0-0940-4FB7-957E-3CDD0801A6B4	lemma/105259	L1052963
L93448	L93448-95C3881D-602E-4E1D-90BE-05165021E219	lemma/105267	L1052971
L93450	L93450-6167F765-92C4-465A-93C1-CBFB5E5AB6A4	lemma/105268	L1052972
L93451	L93451-DAE32CCB-1BD4-4354-9423-1A1F68584802	lemma/105269	L275143
L93453	L93453-A19F8570-0A59-45E1-A750-12CCB5926A4F	lemma/105272	L275147
L93454	L93454-BA49FD99-1EDC-459E-87B2-8C83D02AED2A	lemma/105279	L275151
L93455	L93455-CFFB82CF-3EEF-459F-A326-40877F0A5DE4	lemma/136634	L275152
L93456	L93456-B748832F-4BD0-4678-9978-17A62FE86468	lemma/105171	L275154
L93457	L93457-ABEB142C-4A9F-4DCD-B350-D2B10133FC34	lemma/105294	L275156
L93458	L93458-F5210A09-5607-40D2-94FC-A546A2275150	lemma/138631	L275164
L93459	L93459-7965F22F-431A-4150-A16E-52C3C309B6E8	lemma/105342	L275165
L93461	L93461-FD2232FB-4296-4FD6-97A0-47FB99AD7027	lemma/105343	L275167
L93462	L93462-786E356A-BBE8-4AEB-BAB8-35EB94D2C506	lemma/105353	L275168
L93463	L93463-CADC3281-33FD-412E-ADE5-740DB9C0DA12	lemma/105356	L275169
L93464	L93464-6D0B59B3-4D6F-4F31-990F-4732EB5FA0FB	lemma/105358	L1053043
L93465	L93465-80DD5E61-28E1-4F3D-B517-B233AF87A1FF	lemma/105363	L275172
L93468	L93468-29ADF8F3-8264-4C55-B54E-AB730A595874	lemma/101389	L275176
L93471	L93471-9DEEF75B-2FF0-4EBC-AC89-DE3ADE0A12AF	lemma/105373	L275180
L93472	L93472-0CBD48FD-0E92-4E19-9E3B-20CF5950C471	lemma/105374	L275181
L93473	L93473-9C9B283A-ED36-4678-8D2F-6C21FA51FAE9	lemma/105376	L1053053
L93474	L93474-05B29D60-BF02-4B1A-9643-F2D29ACB91D5	lemma/105377	L275188
L93476	L93476-B9587932-16DC-4482-88E0-ABF5C9E0D5B4	lemma/101425	L273057
L93477	L93477-FAB6EC8E-1711-45CE-B802-9CD8C3F8E946	lemma/105394	L275198
L93479	L93479-076A2948-176D-48E1-9297-6822A5816DB7	lemma/105401	L275202
L93481	L93481-D322EC56-3D57-4C55-93DC-8BE6C5CF7228	lemma/105402	L275203
L93483	L93483-56DE4320-CC8B-4B8D-9834-6AB8E0D6524C	lemma/105408	L275208
L93484	L93484-1BABE08C-A9C7-4EB5-958A-3236CC339D5B	lemma/105410	L275209
L93486	L93486-8905B1F2-A087-482E-9097-14A261129945	lemma/105417	L275213
L93487	L93487-9E7E1B3F-E6AD-4B15-A5CA-75526C0F0553	lemma/105418	L275214
L93488	L93488-59211FC6-66BB-477A-997A-138B4FC03503	lemma/105426	L275217
L93489	L93489-269C940D-1E98-4110-9C2C-9A7ACCC254C2	lemma/105431	L1053091
L93490	L93490-0354F1A6-7494-4F9A-82D1-88299965EA27	lemma/105438	L275219
L93491	L93491-155B4EF7-6327-4989-9B2D-7ED733C9D00B	lemma/105501	L1053136
L93492	L93492-D43BC46C-58F2-4924-B86D-F606E02A6DAB	lemma/105444	L275221
L93493	L93493-146D8888-6033-4DD9-92EF-32E65B089019	lemma/105450	L275222
L93495	L93495-254E6609-B2DB-4FF0-97AD-5ECBC367F5E8	lemma/105445	L275224
L93496	L93496-D01AD679-7CEE-49EC-A940-06C3178F6919	lemma/105453	L275226
L93500	L93500-2A47AE51-4A46-4786-922A-9A3E6C39F0CC	lemma/105455	L275231
L93502	L93502-104BD03C-47CF-4A98-8FB9-07DA852E06C7	lemma/105457	L275232
L93503	L93503-D9FA2BEC-7715-4557-BACE-138CD8C41B68	lemma/105459	L275234
L93506	L93506-248BCA46-E408-460A-A1F2-A1B78A31407A	lemma/105479	L275247
L93507	L93507-2BE2D372-C0A5-428D-9F17-7ABFD240189C	lemma/105481	L275250
L93508	L93508-224B9331-9EF4-4A47-A174-3711B8414CDC	lemma/105483	L275251
L93509	L93509-C9708EF6-5D23-42E1-ADCC-0B4A309A2386	lemma/105484	L275252
L93510	L93510-90A776BA-C093-40E2-9486-923CAED7ACAE	lemma/105379	L1053054
L93514	L93514-AA3519C2-7EE8-46FC-A2B1-32F700FCF8B9	lemma/105492	L275256
L93515	L93515-B3EC8457-2C02-4E5B-A60A-2F91A659D695	lemma/105509	L275257
L93517	L93517-EACE936E-5CDA-48ED-AB4D-70A9C8C0D90F	lemma/105497	L275262
L93518	L93518-A7A9093D-3593-45E2-ADD7-69C93902C680	lemma/105980	L1053475
L93519	L93519-6D4A3C02-A572-47EF-8420-3268D2A56ECE	lemma/105515	L275266
L93520	L93520-D6E04627-D3B7-4BD1-AD9B-D3452A3D358D	lemma/105530	L275267
L93521	L93521-12BBF3CF-DFD7-4CCE-8AB2-7B27AA9D10D9	lemma/105531	L275268
L93522	L93522-9182DE8D-7CD5-402F-9FE8-70DA10819356	lemma/105385	L275269
L93523	L93523-D712D3E1-96DF-4434-8DA3-F6C30293BF71	lemma/105541	L275270
L93524	L93524-C3BE1508-7291-4AED-8699-B9E822539A6A	lemma/105550	L275276
L93525	L93525-402D6807-AB48-402C-8A8E-90AB573B6BF0	lemma/105552	L275277
L93526	L93526-4774CBE4-9E20-4901-AD26-CA772C7BB28A	lemma/105553	L275278
L93527	L93527-7B1E001A-D419-479C-A197-8BA5979C19D3	lemma/105557	L275279
L93528	L93528-49635C08-940A-47B1-90A3-019B2485B05C	lemma/105558	L275280
L93529	L93529-9AA697AE-0E73-49C5-AD2A-68C01DC9B787	lemma/105559	L275284
L93530	L93530-72912521-002C-41F9-A90A-52309392FE2E	lemma/105561	L275287
L93531	L93531-554AEA40-DF4D-4068-83FB-40F2351F459E	lemma/105563	L275288
L93532	L93532-7C77703C-4B18-4DE6-9404-0A1605892AD7	lemma/105570	L275291
L93533	L93533-417B9CAD-20BD-4D37-A76D-95D10D4B6583	lemma/105571	L1053186
L93535	L93535-2D957260-AC9D-47B7-B5BE-486D4726F9DE	lemma/105577	L1053192
L93536	L93536-F3F1EBFF-0520-40DA-B66B-81A89F99F888	lemma/105578	L275292
L93539	L93539-7CEC3905-8045-4B0E-991E-B3FAD5E4F014	lemma/105582	L275295
L93541	L93541-CF2FBB76-8B63-4A4E-9552-1808A60305F8	lemma/105617	L275307
L93542	L93542-12348D00-C94B-4B21-8E7C-B4EBB56E8641	lemma/105621	L275308
L93543	L93543-97629C44-34FC-444C-85E0-A4765A77B2E7	lemma/105624	L275309
L93544	L93544-7640CA14-2B03-4167-81CC-F99393A13E9C	lemma/105637	L275310
L93545	L93545-CECB7EE7-8404-44EC-9231-6C19270C187B	lemma/105638	L275311
L93546	L93546-2B3B7022-594B-432B-861E-EBE921CB1C0A	lemma/105639	L275312
L93547	L93547-9E60547E-5B45-4226-8F09-223C88C25E81	lemma/105641	L275313
L93549	L93549-6E6E4912-00EA-4A27-BB5A-0A12926AE034	lemma/105644	L275315
L93550	L93550-C75ED3D3-790C-48F0-8389-2D4BA7A8681F	lemma/105645	L275317
L93552	L93552-5CF36E2B-EBEF-44AC-9263-0257711DAAE0	lemma/105648	L1053242
L93553	L93553-6A64A137-3A67-415D-9E19-F0153B5AB7AE	lemma/105649	L275321
L93554	L93554-201FD158-EF07-4886-8C3B-3D894AC576BA	lemma/105654	L275327
L93555	L93555-15845E28-7E40-417D-9626-15118B433A6D	lemma/105658	L275328
L93556	L93556-6394B920-3B92-4F3B-9ED4-4FC450C489C5	lemma/105660	L275329
L93558	L93558-B17E29B6-6D89-4049-87E6-71906586371A	lemma/105661	L1053249
L93559	L93559-09768D61-7FA8-4812-A172-D26B5E9C6450	lemma/105663	L275332
L93561	L93561-19175597-5CF0-44D6-8BA1-B4936F028956	lemma/105684	L275342
L93562	L93562-354678D4-64D4-4F07-A084-D3E78E123872	lemma/105688	L275345
L93563	L93563-460BF49B-041A-41E4-8CC1-DD0F4FAA829C	lemma/136079	L275347
L93564	L93564-7D1C3281-A4D3-4C08-A2B5-B20153149657	lemma/105698	L275348
L93565	L93565-C27F44E6-A6DC-4DF9-A6A6-DBAA75B90D4B	lemma/105699	L275349
L93566	L93566-78ED9749-FA76-4CD2-B2C8-369C30E43E9E	lemma/105705	L275351
L93568	L93568-7E7E2E94-E170-4EF0-9970-26E53674F76D	lemma/105707	L275352
L93569	L93569-F634CC1D-0502-495B-85C5-196946221600	lemma/105708	L275353
L93570	L93570-50855FE8-18CD-4555-9910-C3A7C0762C43	lemma/105709	L275354
L93571	L93571-D7F3CA9B-25DB-4179-9FA5-7E585CC70FA0	lemma/105711	L1053283
L93572	L93572-E98E901B-C2F0-4B73-A5C5-A2516D2F4185	lemma/105712	L275355
L93573	L93573-12773669-6082-4C82-B6C9-378FB8B88807	lemma/105715	L275357
L93574	L93574-9DAEA9A5-9776-412E-AE51-4137A216DA9B	lemma/105716	L275358
L93575	L93575-125F0622-6923-4136-8319-FD533BB7CD92	lemma/105718	L275359
L93576	L93576-619611CB-A25A-483D-A1E7-2C260CEA62EE	lemma/105721	L275361
L93577	L93577-20D83632-C0FE-487A-8B9B-70497D8CE24C	lemma/105724	L275363
L93578	L93578-697259B0-060F-4250-9EEA-95BFDE58F13E	lemma/105697	L1053276
L93579	L93579-8C169571-1112-4F5B-B640-1102FFF5B4BE	lemma/105727	L275371
L93580	L93580-3A02A84B-B97E-4F4D-9358-69EFB8891CC8	lemma/105734	L275373
L93581	L93581-61F162C6-DB69-43BC-97FA-2FF3F2052863	lemma/105736	L1053294
L93582	L93582-DFC6A0D7-C45B-4BEC-9F41-EAC14D2355B3	lemma/105735	L275378
L93583	L93583-E763CE9F-D828-4458-8C6F-4CFCA90A9349	lemma/105737	L275380
L93584	L93584-242A22D3-64FE-48BF-B4B3-86BC8C7AB7FC	lemma/105738	L275381
L93585	L93585-481CF46A-3EB7-48D4-B725-9FA89D209D75	lemma/105742	L275383
L93586	L93586-3D172136-5A51-4C98-8062-8971EDDF0558	lemma/140914	L275386
L93587	L93587-770DFAB3-1A19-48CA-8D91-7267C6BE90C5	lemma/105745	L275387
L93588	L93588-1722A934-7273-4EC1-800B-0A5CF8EF3EEA	lemma/105749	L275388
L93589	L93589-31ED3A2E-03DB-4C47-9F4F-2F5926260572	lemma/105752	L1053303
L93590	L93590-33A58DB3-86C1-4AAF-A923-D8DA896F813D	lemma/105753	L275389
L93591	L93591-29E17E8A-7076-48D4-94ED-F1B585704945	lemma/105757	L275393
L93594	L93594-84C4D7DA-524D-4103-A87F-BBB0B861FA9D	lemma/105382	L275397
L93595	L93595-C7DE09FB-75E7-411D-896F-57E21FA00759	lemma/105761	L275399
L93596	L93596-90795606-E80A-495C-956D-35C39F264635	lemma/105968	L1053463
L93598	L93598-B158B256-6EF9-449F-9A58-F34D57D40509	lemma/105762	L275400
L93599	L93599-6097D7A1-282D-4FD0-9516-79FA176FA8CE	hypolemma/114054	L275401
L93600	L93600-E3769187-825B-453C-982A-8B005C9E3343	lemma/105763	L275402
L93601	L93601-7302D2DC-F3FA-4669-A6DF-210BB6A34ED5	lemma/105765	L275405
L93602	L93602-2E9E7544-3198-4633-8D11-0F05180A6BC4	lemma/105766	L1053308
L93604	L93604-041DBFE7-CE3D-492B-8E0E-E915EEB83723	lemma/105771	L275416
L93605	L93605-523DE23E-9BDB-48EB-9B91-5F49D3AA10B5	lemma/105772	L275417
L93606	L93606-24FD2B4E-0FB8-4359-B427-CDD6CB6B442B	lemma/105776	L275419
L93608	L93608-95A7FD21-2F3A-4C58-8F32-EDCA48378257	lemma/105777	L275421
L93610	L93610-9773A874-63F7-436F-860F-826E12867353	lemma/105783	L1053317
L93611	L93611-A0EA7651-8CF4-4B27-956A-797DA54AB22F	lemma/105784	L275426
L93612	L93612-670AED70-B1F1-41E0-BFA4-85ADFD388C13	lemma/105789	L275427
L93613	L93613-1A08E4EE-F40D-4350-A94B-7B8220D1F062	lemma/105793	L275430
L93614	L93614-9797EE57-0110-4B01-94A9-8EACB58C275D	lemma/105987	L275431
L93615	L93615-92E6C11F-593D-401B-AF01-48E95F374E4F	lemma/105806	L275432
L93616	L93616-D443A586-263C-4B08-80FD-AFA6173B005C	lemma/105824	L275433
L93617	L93617-C542E8B3-C828-4DB4-9350-D209CCC445C9	lemma/105828	L275434
L93618	L93618-D85CE1C1-F1A9-45FE-B6D1-CCCEF2127B39	lemma/105829	L275435
L93620	L93620-AF50FE9F-75D7-49BE-8F29-80FEFB893844	lemma/105849	L275439
L93621	L93621-39DBECD4-48A1-4908-B640-E2BAE70BBE78	lemma/105908	L275456
L93622	L93622-D4181EE1-14A0-4510-B6C7-AB3BC72905B1	lemma/105921	L275459
L93623	L93623-063869E1-0BF9-4D2C-BFF1-F7D3F7823B97	lemma/106000	L277197
L93624	L93624-D84E5918-41C2-48AC-8702-DFBC981DE23F	lemma/106001	L277198
L93625	L93625-E5322BBF-7DE6-46C7-AB8C-C4E8B47ACFDB	hypolemma/19149	L277199
L93626	L93626-9D93C8EF-7541-402A-9B20-A6987439B57C	lemma/109477	L277201
L93627	L93627-EC8213B9-721C-49CC-86AF-246A41CDE92C	lemma/106005	L277202
L93628	L93628-000D1604-CDC8-4E59-9391-38459F7226D7	lemma/109497	L1055767
L93629	L93629-A6A6BE26-F734-43D6-90C6-16CF8F4DB1CF	lemma/106010	L1053499
L93630	L93630-0F28CFB9-46CF-4B5A-A41F-5C6935A94847	lemma/106011	L277204
L93631	L93631-634B401B-079F-4C6F-AAD4-EAA08AA54FBA	lemma/109476	L277205
L93632	L93632-AC71626A-5871-4BB8-A76D-8A28BE2515A3	lemma/109498	L277206
L93633	L93633-FB6D46C7-ABA7-4A9C-B215-EA042C61920C	lemma/106013	L1053501
L93634	L93634-1C028C7E-AF2D-4AFE-8091-EC8BDBB520C4	lemma/106015	L1053503
L93635	L93635-C63078A5-D5C4-4854-B61E-CC5D6F3CB205	lemma/106017	L277207
L93636	L93636-CCA53253-8F47-449E-8C80-05E0BCAEC9FB	lemma/106019	L1053505
L93637	L93637-D4B14B4B-3262-4AE1-8A60-C0AD56723DFC	lemma/106020	L277208
L93638	L93638-60879CD6-87A9-4C7C-988A-90FEBAB36032	lemma/106024	L277209
L93640	L93640-5A74A118-E2F9-4EAB-899F-F5CFCFD55817	lemma/106027	L275473
L93641	L93641-0656538B-E1EC-4AB2-A749-A796CC7E32A4	lemma/106032	L275476
L93642	L93642-C5893D1B-C7E6-404F-B3E0-92AF854B9CE4	lemma/106034	L277217
L93643	L93643-45CB31F4-9795-4EC1-98BA-C0B63B92663A	lemma/106039	L277220
L93646	L93646-651D8405-3F7F-4BB3-9551-0FA532013965	lemma/106043	L277223
L93647	L93647-7EB417E1-BE31-4AAA-AE54-54EE30E24A3C	lemma/106053	L275478
L93648	L93648-03598B59-5F99-4423-9AA2-D1CE16A39C1D	lemma/106055	L275479
L93650	L93650-285D3A91-E64C-4CED-94E7-C67D306D21FA	lemma/106080	L275490
L93651	L93651-DDE9E931-A625-44E7-BC09-A696E96DAEAB	lemma/106058	L275484
L93653	L93653-4FBF6FE7-EA74-4D0F-BA08-6504BB762656	lemma/106061	L275486
L93654	L93654-021971FE-F5E9-429A-9883-C3152D6ECE8B	lemma/106063	L1053529
L93656	L93656-F79B7881-20A1-4855-9FEE-D093A6587E6A	lemma/106103	L275488
L93657	L93657-5294C30C-108B-4A9E-B7D7-EA6669096C8E	lemma/106080	L275490
L93658	L93658-37372903-248F-4FB7-8D67-B2D38F2EB0C4	lemma/109082	L275493
L93659	L93659-1A4D7F6D-6F19-41C6-ACEC-F991C924B0BF	lemma/106083	L275494
L93661	L93661-446F78C9-495C-42FE-8335-BC77F0862C7B	lemma/106089	L275496
L93662	L93662-A5CE327C-969E-4816-A42C-877D81C22574	lemma/106101	L275516
L93663	L93663-4B4778AB-E3D6-4A7D-99E5-3236F0334D66	lemma/109572	L275517
L93664	L93664-22AB47EB-6EC2-4899-B01B-326EEC42B2A4	lemma/106001	L277198
L93666	L93666-BB3345B6-0A96-4660-A3A2-218EBD2CDD40	lemma/106113	L277225
L93668	L93668-0F2AF7DB-FF43-497C-93DB-5FF21A77C1D9	lemma/106119	L1053566
L93669	L93669-85A97210-D553-498D-B68A-A1B33427D276	lemma/106120	L1053567
L93670	L93670-AD276EFD-4AD4-4BB5-8021-6974ED6A4900	lemma/106121	L277226
L93671	L93671-F5D7E1E9-DAD0-4F08-8FB6-59A57101F544	lemma/106123	L277228
L93673	L93673-93FBD545-D16D-4C41-9869-8467087D26B6	lemma/106124	L277230
L93674	L93674-F80CD15F-AF07-4585-8A8C-29BF6B8B68D5	lemma/106126	L277231
L93676	L93676-FB5E711F-EAB9-4F1B-9EB3-F73F78A92AD8	lemma/106129	L275520
L93677	L93677-3B919165-91AA-44D8-AB23-588277440C7D	lemma/106131	L275521
L93678	L93678-D157D0FB-C35D-46DB-92A0-45C9A32D2523	lemma/106133	L1053572
L93679	L93679-B162E487-B1F0-4EBD-8207-3492945CC097	lemma/106134	L275522
L93680	L93680-B8F13895-533E-4DCB-9904-34859E44AF63	lemma/106136	L275523
L93681	L93681-09B09EEE-9EF7-4705-8924-5FB116F3CF00	lemma/106146	L275524
L93682	L93682-A2B70180-B0CB-4B68-AE6C-F5012A0CC02B	lemma/106149	L275525
L93683	L93683-80576C12-49C3-42A5-9C4E-DF8F92634538	lemma/106151	L275526
L93684	L93684-C81F5123-5CC1-4426-91A6-59801844B1CE	lemma/106155	L275528
L93686	L93686-359399F3-F062-47AE-95E7-EDCFAC8655E5	lemma/106156	L25963
L93688	L93688-49F1EE39-F8D4-46B5-94DB-E8313D0D565A	lemma/106163	L275531
L93689	L93689-54B48421-C6D2-404C-AEB1-8727465C510F	lemma/106164	L275532
L93690	L93690-F94A15FF-8F3B-4892-A70F-FD67931C1A42	lemma/106166	L275533
L93691	L93691-A6C601D9-4B2E-4055-A570-9C4256A2ED6D	lemma/106169	L275534
L93692	L93692-1DD8E8A0-DC55-4FA9-89B6-7F3B047DA4CD	lemma/106171	L1053597
L93693	L93693-AE997CD7-E231-4F19-9A5A-FF805EC5E7B5	lemma/106211	L275537
L93694	L93694-39F6DB37-BDA0-4076-9D2C-2528A002BF3B	lemma/106172	L275538
L93695	L93695-B1A79CDF-3B76-4E6D-AB2A-1C7D62A336B6	lemma/106173	L275539
L93696	L93696-F4E0CFAE-AE85-41F9-8371-08C5C18AA566	lemma/106175	L275540
L93697	L93697-10D2F8CC-0043-483F-8516-2859B44A906A	hypolemma/19319	L275541
L93698	L93698-4B9E6DE2-C7A7-449D-A6B8-94E909783B9F	lemma/106175	L275540
L93700	L93700-D5C240E7-FFFE-4872-8D62-C708417797E0	lemma/106180	L275542
L93701	L93701-16EEA761-2FBA-4EBA-82F9-9E8D026A8E18	lemma/106178	L275543
L93703	L93703-2AA89C0E-6D01-4282-90AD-36BA9ABB8FEA	lemma/106181	L275544
L93705	L93705-A731C302-7F3E-4B30-9ED0-EE543ED622DE	lemma/106186	L1053605
L93707	L93707-6EFCA29B-99C8-4D60-8C6F-B1BAE2BCBD5A	lemma/106189	L276437
L93712	L93712-340775F4-9EAA-469D-935F-F31B075A7B2C	lemma/106194	L276440
L93713	L93713-A6934586-E34A-413B-A3EB-9567DB5E5C73	lemma/106195	L275552
L93716	L93716-6BFECFD1-7063-4D94-9543-D3D4CEA3DF40	lemma/106203	L275556
L93718	L93718-465E8BC5-516C-42C4-B0CD-A7689FF0426A	lemma/106207	L275557
L93720	L93720-1B579652-9A5A-4398-AFC9-E80919BC4C9F	lemma/106219	L276445
L93728	L93728-1263CC24-3715-4C8D-A965-94146907770B	lemma/106246	L275571
L93735	L93735-F40DE1A5-075D-41B8-B7BF-76EAF91EB5AB	lemma/106246	L275571
L93736	L93736-44BA8C9B-EB91-4D4D-8693-F6EF4D0BE31F	lemma/106248	L276460
L93741	L93741-F65ECA57-29E7-4748-B916-293E649E1651	lemma/106255	L275575
L93743	L93743-E28C75B4-4905-469F-A92E-244AA53BA68D	lemma/106257	L276463
L93746	L93746-C1B1A3C9-EAD8-4CB6-8B1E-E20E6548DADA	lemma/106264	L276465
L93748	L93748-F4841602-37A3-44BB-B910-699F32697C34	lemma/106268	L276466
L93753	L93753-3B133198-CB7C-4ACD-8DEF-8DDEFBBEFEE6	lemma/106277	L275584
L93754	L93754-DB12B5B7-CEF0-42F7-829C-FC4AC54D739B	lemma/106283	L275585
L93756	L93756-A8A51D03-2A7B-4F21-BFB0-58ABA75B8418	lemma/106290	L1053665
L93757	L93757-0F57E68B-3058-40F6-88EB-A6149FB276DA	lemma/106283	L275585
L93762	L93762-65B0A441-1494-440C-AAAA-1B53A738F405	lemma/106306	L275597
L93763	L93763-3810E596-D21F-4FDE-AD80-743010D81D0D	lemma/106277	L275584
L93765	L93765-670A1EDC-B670-4FFC-AADA-ABA6759EB393	lemma/106311	L275600
L93766	L93766-A61ED29A-B42F-48F1-8A97-46E029DCA0BC	lemma/106313	L275601
L93767	L93767-7986E10A-8D20-4A03-AB74-411AF35A551F	lemma/106316	L275602
L93768	L93768-15D7ABC5-1671-458A-A31C-04DDB4BA25FF	lemma/106319	L275603
L93769	L93769-5D4F2113-130C-4BEC-B096-7D017C28263B	lemma/106320	L275604
