testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3194	... aren seruitzari , ta seme leyal bat :	baña	bai gueure aldetic ; ceiñac gueure pecataritasunean amatzat ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3367	... . Badacust gaurco euangelioan Virgiña gurutzearen ondoan ,	baña	eztacust beste lagunic , ezpada San Juan , ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3505	... guizon argal erbal , bildurti batzuec utseguitea .	Baña	oraingo Christoren escuelarrac , aiñ sendo dirala fedean ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3620	... Virgiñarentzat , nola esan ditugun dolore guztiac .	Baña	bildur naiz , eroriac daudela chitez ascó . ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3671	... , bai zembor , bai arcaitzen bat .	Baña	Eleiza Santea , zeure colcoan , zeure barrutian ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3840	... ( 2 Reg . 3 . ) .	Baña	etzan hori asco adiña , cebillen guezurra , ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3922	... ceuan , Erregueac aguindu ta eguin zala :	baña	icusi cituanean Erreguearen miñ , negar , ta ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4207	... beti eguiten dizuten Jaunari quendu digozue bicia :	Baña	cembat bider , ceiñ maiz , ceiñ itsusqui ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4331	... . Eztegu mereci zeure seme alaba izatea ;	baña	ala ere nai oi dezu dei zaguitzaten pecatarien ...
baña	baina	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4365	... záuzcatzigu ain dolorez betea . ala gaizqui .	Baña	etzaude alperric gurutzearen ondoan , zutic zaude , ...
bañacerez	bainazerez	baina	https://monumenta.wikibase.cloud/wiki/Lexeme:L8835	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	355	... :	bañacerez	mindua , ezpada oñacez , atsecabez , damuz ...
baño	baino	baino	https://monumenta.wikibase.cloud/wiki/Lexeme:L8839	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1182	... bague sortzea , gracia guztiaz betea , aingueruac	baño	gorago jasoa , ceruarequin lurraren aguintaria , ta ...
baño	baino	baino	https://monumenta.wikibase.cloud/wiki/Lexeme:L8839	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1953	... lecutara zeure doloreac : badira eleiz onetan arria	baño	gogorragoco biotzac . Betoz nigana , nere biotz ...
baño	baino	baino	https://monumenta.wikibase.cloud/wiki/Lexeme:L8839	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2702	... Consueloric ez arquitze onec , beste guciac	baño	gueiago , nere iritzian , minberaatu ceuan Virgiñaren ...
baño	baino	baino	https://monumenta.wikibase.cloud/wiki/Lexeme:L8839	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3116	... , bai mindu ceueen bi auco ezpata batec	baño	gueiago ...
baño	baino	baino	https://monumenta.wikibase.cloud/wiki/Lexeme:L8839	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3748	... arenac bai ; eztira abereac , bai aec	baño	latz gogorragoac ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	293	... . Niri eztagoquidánean , beste Euscáldunen batec ichequi	bear	lioque saill oní , iñon dirarén etsai hitzóntziac ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	387	... dec burú-cóloca farragarri horí ? Edó báta esán	bear	dec , edó béstea : eta esanarí élaquio ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	497	... Erderaz esangó ) ; aimbéste urterén epéan atsotu	bear	: baña ichoc , oraindican vizcorra céagoc , ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	278	... beiñ bederic aitatzeco ? eranzungo digot , gaur	bear	guenduela icen orren eguna : baña ez egunic ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	524	... Ama mindun oni manturic ederrena ! Orrela egon	bear	deu Virginaric gozoena , miñez , damuz , ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	630	... ? Cein dan latz eta gogor nere egungo	bear	gaya ! ecin hitzic eguin daguiquet , graciac ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	738	... Badaquit guero ere norgana : doloreen Amari eguin	bear	digot , ez besteri , graciaren escari au ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1081	... Nori baña eman	bear	dio batalla au Virgiñaren amodioac ? Nori ? ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1417	... nola ifiñi zaituzten Adanen humeac ! onelaco acabera	bear	ceuen asiera aiñ ederrac ? pagu au mereci ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1434	... ? itsustasun au aingueruen edertasunac ? eta il	bear	ceuanean , ecin bestela acaba citequean neure erreyetaco ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3413	... besteac lagun eguingo ezpacigoen ere , cergatic eguin	bear	eztigoe bere escuelarrac , beretzat beregandu cituan amabi ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	100	... . Orra bada doy doy , nic	bear	dedan arguia , argui guzien lenic-jayoa ; argi ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	290	... . Ondo mea eta segalla ; ceñaren ,	bear	dan becela , edertzeco eta apaintzeco , gracia ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1093	... San Agustiñ-en arguia ; etzayo betaz beta beguiratu	bear	. Nola gure Jaungoicoa argui utsa dan , ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#15	1310	... . Ez degu ordea guc erabaqui	bear	, ceiñ zan Santuac comparacioetan sartu bear ezpaditugu ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#15	1315	... erabaqui bear , ceiñ zan Santuac comparacioetan sartu	bear	ezpaditugu , ¿cer neurrirequin jaquiñ aldezaquègu ? Iñon ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1350	... degu San Agustiñ-en santidade au alde guztietatic beguiratu	bear	: urruti chit eramango ginduque gauza onec ; ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1678	... ; bai , arren ; nigatic au eguin	bear	dezu . Ez oriśe , dio San Agustiñ-ec ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1690	... ditzadala ninduen quezca hura ; Orrequin amatuco zaitut	bear	dezun eta bear dan adiña . ¿Ceregandu nai ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1693	... hura ; Orrequin amatuco zaitut bear dezun eta	bear	dan adiña . ¿Ceregandu nai cenduque ? Ez ...
bear	bear	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1830	... ; hura arequinche andic aurrera gueyago eta gueyago	bear	zan becela amatzeco . Orra bada nola , ...
bear-gayac	bear-gaiak	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1542	... ¿Cer dute bada begui oyec alaco	bear-gayac	Jaincoari ematen eta aiñ beregandic camporatzen dutenac ? ...
bearco	bearko	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2438	... Nombait ala	bearco	cenduen ama penatua , ez bestetan , ezpada ...
bearco	bearko	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3350	... Virgiñaz contu deueenac , ta áurrenez nere iritzian	bearco	deue Christoren Escuelarrac , aren batzarre ( ballerá ...
bearco	bearko	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1703	... Ez ; Agustin bici dan artean , neregan	bearco	dezu ; eta nere iritzian etzera gaizquiago egongo ...
beardanezco	beardanezko	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	485	... eta atera albaneguiz beren lecutic , Señora oni	beardanezco	coroe bat eguiteco ! Non cera , Cinthia ...
beardegu	beardegu	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	223	... , Virgiñaren seme bacarrean . Gaur bada hitzeguin	beardegu	, Calvarioan ta gurutzearen ondoan bagueunde bezala , ...
beardezuten	beardezuten	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4170	... Arestian enzun dezue , orretaraco cer eguin	beardezuten	; autsi biotzac dolorez , bularrac golpez , ...
bearra	bearra	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	298	... becela , edertzeco eta apaintzeco , gracia ascoren	bearra	daucat . Esca dezayogun gracia gucien Amari esaten ...
bearrenac	bearrenak	bear	https://monumenta.wikibase.cloud/wiki/Lexeme:L10302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3553	... iduquico deu , norc zaituco nau ni ?	Bearrenac	igues diazquit , nola etorrico zaizquit besteac ? ...
beazunic	beazunik	beaz	https://monumenta.wikibase.cloud/wiki/Lexeme:L10389	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2861	... , Juduac onda daguitzan , cergatic ceraden usó	beazunic	baguecoa , ta eztagocan zeure biotzari escari gogorric ...
becaitz	bekaitz	bekaitz	https://monumenta.wikibase.cloud/wiki/Lexeme:L10813	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#2	124	... Nondic , hiri , ciquiñ , orrí ,	Becaitz	, aldia , eldu , zac ? Eztec ...
becela	bezela	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	292	... mea eta segalla ; ceñaren , bear dan	becela	, edertzeco eta apaintzeco , gracia ascoren bearra ...
becela	bezela	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#8	618	... argui utsa , eta mundu onen lendabicico arguia	becela	 ...
becela	bezela	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1832	... arequinche andic aurrera gueyago eta gueyago bear zan	becela	amatzeco . Orra bada nola , Agustin-en arguia ...
becelacoa	bezelakoa	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	491	... dan San Agustiñ , lembizico mundu onen arguia	becelacoa	 ...
becelacoa	bezelakoa	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1185	... , San Agustiñ da , munduaren asieraco arguia	becelacoa	 ...
becelacoac	bezelakoak	bez	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	966	... San Agustiñ bada lembicico argui hura eta izarrac	becelacoac	, asieran esan degunez ...
becosco-dunac	bekosko-dunak	bekosko	https://monumenta.wikibase.cloud/wiki/Lexeme:L10891	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	146	... Utseguin dezu , esango dirate Filosofo	becosco-dunac	; beguitandu zatzu ; oyec ; Santo Tomasec ...
bederic	bederik	bederik	https://monumenta.wikibase.cloud/wiki/Lexeme:L10479	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	273	... norbaitec , Virgiña orrec icenic ezteu , beiñ	bederic	aitatzeco ? eranzungo digot , gaur bear guenduela ...
bederic	bederik	bederik	https://monumenta.wikibase.cloud/wiki/Lexeme:L10479	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	505	... ezarri aren oñazpietan ! Non ote zabiltza oraingoan	bederic	ezaguera bagueco eguzqui itsua ? Oi eta zeure ...
bederic	bederik	bederik	https://monumenta.wikibase.cloud/wiki/Lexeme:L10479	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2549	... itogarri hori arintzeco , zeure anima piscacho bat	bederic	lasaitzeco : ...
beeratúco	beeratuko	bee	https://monumenta.wikibase.cloud/wiki/Lexeme:L10487	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	278	... balegóquit , nic astin dúco núque , nic	beeratúco	nioque bere andíustea , ta beré galdór quiscúr ...
bego	bego	bega	https://monumenta.wikibase.cloud/wiki/Lexeme:L10555	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	381	... garratza dan bezan bat , betor , ta	bego	: eztagoca besteric gaurco egunari . Aldera gaquizquion ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1067	... nai luquete bada hereje ichu gautarrac ? ¿Beren	begui	lausoaquin , beren icusquera labur guereizatuaquin egon beguira ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1082	... arguian lilluratu , candutu eta ichutu gabe ?	Begui	arguicoentzat ere gueyegui da San Agustiñ-en arguia ; ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1492	... . Quen	begui	oriec , ez niri beguira ; cergatic biotz-bagetu ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1539	... ¿Cer dute bada	begui	oyec alaco bear-gayac Jaincoari ematen eta aiñ beregandic ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1549	... ematen eta aiñ beregandic camporatzen dutenac ? ¿Cer	begui	dira oriec ? Begui oyec beste gauza ascoren ...
begui	begi	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1552	... camporatzen dutenac ? ¿Cer begui dira oriec ?	Begui	oyec beste gauza ascoren artean adierazotzen digute Jaungoicoarequico ...
beguiac	begiak	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1362	... Miia gueldi ta isil , ezpañac ichiric ,	beguiac	argui bague , colorea ubel , burua zulaturic ...
beguiac	begiak	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4176	... ; autsi biotzac dolorez , bularrac golpez ,	beguiac	negarrez ...
beguien	begien	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	418	... gaua dirudien hori ? Cer eguin da zeure	beguien	gozoa ? nora joan da zeure arpeguico edertasuna ...
beguien	begien	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	555	... , eztaramazu escutic , eztezu alboan , ez	beguien	aurrean . Non da zeure seme bacarra ? ...
beguiena	begiena	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1055	... eta ori ez da arguiaren falta , ayen	beguiena	baicican : argui gueyeguiac ichutzen ditu . ¿Cer ...
beguietaco	begietako	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1405	... ceguiquion . Ay nere seme gozo , nere	beguietaco	argui , nere biciaren bicia ! nola ifiñi ...
beguietara	begietara	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2677	... dizudala biotz samindu hori . Isuri eguizu neure	beguietara	zeure itsaso orretatic negarrezco erreten bat , eraguin ...
beguietatic	begietatik	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	592	... , ta sa- mur jarioco zaizcan negarrac bere	beguietatic	gueure erreguiñari ! ô mocadera , lienzo churi ...
beguioc	begiok	begi	https://monumenta.wikibase.cloud/wiki/Lexeme:L10564	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1664	... . Quen itzatzu bada nigandic zure	beguioc	; ez niri beguiratu ; ichi itzatzu beintzat ...
beguira	begira	begira	https://monumenta.wikibase.cloud/wiki/Lexeme:L10598	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1488	... aiñ aundia ? Ô emen ceraten aingueruac ,	beguira	nolacoa dagoan zeuen criatzallea : aita eternoa , ...
beguira	begira	begira	https://monumenta.wikibase.cloud/wiki/Lexeme:L10598	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1074	... begui lausoaquin , beren icusquera labur guereizatuaquin egon	beguira	San Agustiñ-en arguian lilluratu , candutu eta ichutu ...
beguira	begira	begira	https://monumenta.wikibase.cloud/wiki/Lexeme:L10598	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1496	... . Quen begui oriec , ez niri	beguira	; cergatic biotz-bagetu nazun . Beste erara , ...
beguiratu	begiratu	begiratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L10639	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1092	... da San Agustiñ-en arguia ; etzayo betaz beta	beguiratu	bear . Nola gure Jaungoicoa argui utsa dan ...
beguiratu	begiratu	begiratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L10639	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1349	... ez degu San Agustiñ-en santidade au alde guztietatic	beguiratu	bear : urruti chit eramango ginduque gauza onec ...
beguiratu	begiratu	begiratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L10639	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1667	... itzatzu bada nigandic zure beguioc ; ez niri	beguiratu	; ichi itzatzu beintzat , neregandu nadin ; ...
beguiratze	begiratze	begiratze	https://monumenta.wikibase.cloud/wiki/Lexeme:L10645	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3318	... itsusi loiaquin , beren queñu , siñu ,	beguiratze	lotsabagueaquin , beren hizqueta lizun liquitsaquin ? Cein ...
beguirezazue	begirezazue	begira	https://monumenta.wikibase.cloud/wiki/Lexeme:L10598	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1511	... burnizcoac ezpacerate , emacumeac , erruquiric bádezute ,	beguirezazue	nola dagoan zeuec irabazteagatic , infernutic ateratzeagatic , ...
beguirá	begira	begira	https://monumenta.wikibase.cloud/wiki/Lexeme:L10598	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	414	... dan aldetic eracáre nai deaná . Esayóc ,	beguirá	ditzalá hirequin bateán , naiz áurquez , naiz ...
beguitandu	begitandu	begitandu	https://monumenta.wikibase.cloud/wiki/Lexeme:L10670	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	147	... Utseguin dezu , esango dirate Filosofo becosco-dunac ;	beguitandu	zatzu ; oyec ; Santo Tomasec dion eguia ...
